"name","region","year","POP","GDP","HEX","LAN","MOR","GDP_cap","HEX_total"
"Cote d'Ivoire","Sub-Saharan Africa",2013,21622490,31292560974,5.80954361,318000,99,1447.22282096095,181795497647.037
"Croatia","Europe & Central Asia",2013,4255689,57770884729,7.82827445,55960,4.7,13574.9780420985,452246340877.926
"Cuba","Latin America & Caribbean",2013,11362505,77149700000,9.48202921,106449,5.7,6789.84959742592,731535708942.737
"Cyprus","Europe & Central Asia",2013,1141652,24055947955,7.45866684,9240,3,21071.1740136224,179425301316.724
"Czech Republic","Europe & Central Asia",2013,10514272,2.08e+11,7.48649513,77230,3.7,19782.6344990885,1557190987040
"Denmark","Europe & Central Asia",2013,5614932,3.39e+11,11.24700751,42430,3.7,60374.7293822971,3812735545890
"Djibouti","Middle East & North Africa",2013,864554,1455416074,9.13982602,23180,69.5,1683.42992340559,13302249703.0714
"Dominica","Latin America & Caribbean",2013,72005,506666666.7,5.58003918,750,21,7036.54838830637,2827219851.386
"Dominican Republic","Latin America & Caribbean",2013,10281408,61198323069,4.11902833,48320,32.2,5952.32900678584,252077626469.704
"Ecuador","Latin America & Caribbean",2013,15661312,94776170000,7.28688971,248360,23,6051.61112938686,690623497926.211
"Egypt, Arab Rep.","Middle East & North Africa",2013,87613909,2.86e+11,5.46252124,995450,25.8,3264.32187839034,1562281074640
"El Salvador","Latin America & Caribbean",2013,6089644,24350900000,6.94580058,20720,18,3998.73949938617,169136495343.522
"Equatorial Guinea","Sub-Saharan Africa",2013,797082,17135584685,3.73335792,28050,100.3,21497.8944261695,63973270797.5755
"Eritrea","Sub-Saharan Africa",2013,NA,NA,3.0122195,101000,49.7,NA,NA
"Estonia","Europe & Central Asia",2013,1317997,25246787742,6.48178731,42390,3.5,19155.4212505795,163644308404.359
"Ethiopia","Sub-Saharan Africa",2013,94558374,47648211133,5.19220468,1e+06,64.6,503.902606584584,247399264838.391
"Faroe Islands","Europe & Central Asia",2013,48292,2613458942,NA,1396,NA,54117.8444048704,NA
"Fiji","East Asia & Pacific",2013,880487,4196263712,4.26284098,18270,23.2,4765.84402949731,17888004914.4005
"Finland","Europe & Central Asia",2013,5438972,2.7e+11,9.54669008,303890,2.6,49641.7337688078,2577606321600
"France","Europe & Central Asia",2013,65972097,2.81e+12,11.56028303,547557,4.4,42593.765057976,32484395314300
"French Polynesia","East Asia & Pacific",2013,276766,NA,NA,3660,NA,NA,NA
"Gabon","Sub-Saharan Africa",2013,1650351,17590716232,3.98331084,257670,54.8,10658.7727289528,70069290650.2896
"Gambia, The","Sub-Saharan Africa",2013,1866878,903779657.1,6.49113393,10120,73.6,484.112864954218,5866554797.44558
"Georgia","Europe & Central Asia",2013,3776000,16140047072,7.2473647,69490,13.4,4274.37687288136,116972807405.951
"Germany","Europe & Central Asia",2013,82132753,3.75e+12,11.16480314,348540,3.9,45657.79013885,41868011775000
"Ghana","Sub-Saharan Africa",2013,26164432,47805069495,4.62620018,227540,66.5,1827.10136780344,221155821102.681
"Gibraltar","Europe & Central Asia",2013,31720,NA,NA,10,NA,NA,NA
"Greece","Europe & Central Asia",2013,10965211,2.4e+11,9.25694494,128900,4.7,21887.4037170831,2221666785600
"Greenland","Europe & Central Asia",2013,56483,2419043094,NA,410450,NA,42827.8082608927,NA
"Grenada","Latin America & Caribbean",2013,105902,842571333.3,6.1524108,340,12.5,7956.14184151385,5183844970.76532
"Guam","East Asia & Pacific",2013,165121,NA,NA,540,NA,NA,NA
"Guatemala","Latin America & Caribbean",2013,15690793,53851143341,6.29628068,107160,31.1,3432.02178124458,339061913413.849
"Guinea","Sub-Saharan Africa",2013,11948726,6231725485,5.49316028,245720,100.4,521.538905905115,34231866910.0657
"Guinea-Bissau","Sub-Saharan Africa",2013,1757138,1026663833,6.13947839,28120,100.5,584.281845250629,6303180416.49807
"Guyana","Latin America & Caribbean",2013,761033,2990006534,5.09615344,196850,40.8,3928.87895005867,15237532083.8666
"Haiti","Latin America & Caribbean",2013,10431249,8452718010,8.10279783,27560,73.1,810.326549581934,68490665149.0299
"Honduras","Latin America & Caribbean",2013,7849059,18496438641,9.15018328,111890,21.8,2356.51670359466,169245803592.424
"Hong Kong SAR, China","East Asia & Pacific",2013,7187500,2.76e+11,NA,1050,NA,38400,NA
"Hungary","Europe & Central Asia",2013,9893082,1.34e+11,7.52727617,90530,6.2,13544.818490335,1008655006780
"Iceland","Europe & Central Asia",2013,323764,15376604281,8.75450051,100250,2.1,47493.2490363351,134614490020.083
"India","South Asia",2013,1279498874,1.86e+12,4.52911807,2973190,52.1,1453.69412806533,8424159610200
"Indonesia","East Asia & Pacific",2013,251268276,9.13e+11,2.92591721,1811570,29.3,3633.56653905645,2671362412730
"Iran, Islamic Rep.","Middle East & North Africa",2013,77152445,5.12e+11,6.49275923,1628550,16.8,6636.21224188034,3324292725760
"Iraq","Middle East & North Africa",2013,34107366,2.32e+11,5.9199233,434320,33.9,6802.0497390505,1373422205600
"Ireland","Europe & Central Asia",2013,4598294,2.38e+11,8.00927632,68890,3.8,51758.326022651,1906207764160
"Isle of Man","Europe & Central Asia",2013,86462,6754330155,NA,570,NA,78119.0598760149,NA
"Israel","Middle East & North Africa",2013,8059500,2.92e+11,7.89399062,21640,4.2,36230.5353930145,2305045261040
"Italy","Europe & Central Asia",2013,60233948,2.13e+12,9.21721878,294140,3.7,35362.1183854659,19632676001400
"Jamaica","Latin America & Caribbean",2013,2714669,14262303586,5.90574802,10830,16.7,5253.79100951166,84229571163.6584
"Japan","East Asia & Pacific",2013,127338621,4.91e+12,10.24737667,364560,2.9,38558.6082324545,50314619449700
"Jordan","Middle East & North Africa",2013,7214832,33593843662,7.23316979,88780,19,4656.21980691997,242989975105.961
"Kazakhstan","Europe & Central Asia",2013,17035275,2.44e+11,4.29914863,2699700,16.4,14323.2204939457,1048992265720
"Kenya","Sub-Saharan Africa",2013,43692881,55100780396,5.56790477,569140,53.4,1261.09286306847,306795897997.611
"Kiribati","East Asia & Pacific",2013,108544,168951535,10.15483768,810,58.9,1556.52578677771,1715675413.71184
"Korea, Dem. People’s Rep.","East Asia & Pacific",2013,24895705,NA,NA,120410,27.4,NA,NA
"Korea, Rep.","East Asia & Pacific",2013,50219669,1.31e+12,7.19693064,97466,3.7,26085.396938797,9427979138400
"Kosovo","Europe & Central Asia",2013,1818117,7073021774,NA,10887,NA,3890.3006649187,NA
"Kuwait","Middle East & North Africa",2013,3593689,1.74e+11,2.5600271,17820,9.4,48418.2131508876,445444715400
"Kyrgyz Republic","Europe & Central Asia",2013,5719600,7335027592,6.6786385,191800,24,1282.4371620393,48987997674.4935
"Lao PDR","East Asia & Pacific",2013,6579985,11192471435,1.99960355,230800,71.3,1700.98737839068,22380505614.6996
"Latvia","Europe & Central Asia",2013,2012647,30221574615,5.66928247,62190,8.4,15015.8346769205,171334643180.616
"Lebanon","Middle East & North Africa",2013,5286990,44352418120,6.63325169,10230,8.9,8388.97333265242,294200752450.077
"Lesotho","Sub-Saharan Africa",2013,2083061,2218102350,11.07282138,30360,93.6,1064.8283223583,24560651124.1082
"Liberia","Sub-Saharan Africa",2013,4293692,1946500000,9.25436605,96320,76.3,453.339457045359,18013623516.325
"Libya","Middle East & North Africa",2013,6265987,65504442872,4.33485587,1759540,14.5,10453.9704394535,283952318694.769
"Liechtenstein","Europe & Central Asia",2013,37040,NA,NA,160,NA,NA,NA
"Lithuania","Europe & Central Asia",2013,2957689,46418255975,6.59045056,62675,5.3,15694.096294438,305917221084.662
"Luxembourg","Europe & Central Asia",2013,543360,61794506556,7.09750397,2590,2,113726.638979682,438586755605.401
"Macao SAR, China","East Asia & Pacific",2013,568056,51548871616,NA,30.3,NA,90746.1088625065,NA
"Macedonia, FYR","Europe & Central Asia",2013,2072543,10817712139,6.0737788,25220,6.6,5219.53568104498,65704390654.3609
"Madagascar","Sub-Saharan Africa",2013,22924557,10613473833,4.14767794,581800,53.4,462.973999148599,44021271283.9013
"Malawi","Sub-Saharan Africa",2013,16190126,5518880769,10.96199023,94280,71.3,340.879420518407,60497917070.3129
"Malaysia","East Asia & Pacific",2013,29465372,3.23e+11,4.01811554,328550,7.5,10962.0200959961,1297851319420
"Maldives","South Asia",2013,393000,2795200010,11.16425478,300,9.9,7112.46821882952,31206325072.6985
"Mali","Sub-Saharan Africa",2013,16592097,13245777670,6.5777895,1220190,122.7,798.318480780338,87127937277.0605
"Malta","Middle East & North Africa",2013,423374,9642848650,9.89183881,320,6.6,22776.1946883843,95385504515.0261
"Marshall Islands","East Asia & Pacific",2013,52786,190180248.3,17.23845225,180,37.8,3602.85394422764,3278413129.21269
"Mauritania","Sub-Saharan Africa",2013,3872684,5645739652,3.63447484,1030700,90.2,1457.83638737372,20519298718.3844
"Mauritius","Sub-Saharan Africa",2013,1258653,11931866299,4.82151957,2030,14.3,9479.86958995053,57529726867.252
"Mexico","Latin America & Caribbean",2013,123740109,1.26e+12,6.29528345,1943950,14.5,10182.6320518273,7932057147000
"Micronesia, Fed. Sts.","East Asia & Pacific",2013,103718,315725617,13.38425416,700,37,3044.07737326211,4225751902.75082
"Moldova","Europe & Central Asia",2013,3558566,7985349731,10.05471776,32880,16.4,2243.97966231341,80290437760.0969
"Monaco","Europe & Central Asia",2013,37528,NA,4.0300074,2,3.7,NA,NA
"Mongolia","East Asia & Pacific",2013,2859174,12582122604,4.21146824,1553560,24.7,4400.61451454161,52989209738.5321
"Montenegro","Europe & Central Asia",2013,621207,4464497584,6.42538419,13450,5.3,7186.81145576273,28686112192.5268
"Morocco","Middle East & North Africa",2013,33452686,1.07e+11,5.93534584,446300,29.7,3198.5473453462,635082004880
"Mozambique","Sub-Saharan Africa",2013,26467180,16018848991,5.89790701,786380,85.6,605.234444734951,94477681756.1503
"Myanmar","East Asia & Pacific",2013,52983829,58652652371,2.15820037,653080,53.5,1106.99157607126,126584176048.574
"Namibia","Sub-Saharan Africa",2013,2346592,12720433346,8.52898331,823290,47.7,5420.81169031515,108492363704.001
"Nauru","East Asia & Pacific",2013,10125,NA,4.65114671,20,37.2,NA,NA
"Nepal","South Asia",2013,27834981,19271168018,5.6862681,143350,39,692.336309408654,109581027950.494
"Netherlands","Europe & Central Asia",2013,16804432,8.64e+11,11.0448661,33670,4,51415.007659884,9542764310400
"New Caledonia","East Asia & Pacific",2013,263000,NA,NA,18280,NA,NA,NA
"New Zealand","East Asia & Pacific",2013,4442100,1.91e+11,11.17351069,263310,5.9,42997.6812768735,2134140541790
"Nicaragua","Latin America & Caribbean",2013,5945646,10874735111,8.42894257,120340,23.5,1829.02498921059,91662517714.5816
"Niger","Sub-Saharan Africa",2013,18358863,7667951988,5.0897826,1266700,104.1,417.670309321443,39028208606.1578
"Nigeria","Sub-Saharan Africa",2013,172816517,5.15e+11,3.70392576,910770,116.6,2980.03922854203,1907521766400
"Northern Mariana Islands","East Asia & Pacific",2013,53869,NA,NA,460,NA,NA,NA
"Norway","Europe & Central Asia",2013,5079623,5.23e+11,9.39187284,365245,2.8,102960.396864098,4911949495320
"Oman","Middle East & North Africa",2013,3906912,78182574772,2.76083902,309500,11.7,20011.3477785013,215849503114.605
"Pakistan","South Asia",2013,181192646,2.31e+11,2.70392397,770880,85.6,1274.88617832757,624606437070
"Palau","East Asia & Pacific",2013,20919,228700000,9.26707342,460,17.5,10932.6449639084,2119379691.154
"Panama","Latin America & Caribbean",2013,3805683,44856189500,8.08587822,74340,18.1,11786.6331746496,362701685710.243
"Papua New Guinea","East Asia & Pacific",2013,7308864,15413163675,4.7785428,452860,60.9,2108.83164264652,73652462304.3928
"Paraguay","Latin America & Caribbean",2013,6465669,28965906502,10.49411979,397300,21.9,4479.95505213768,303971692657.928
"Peru","Latin America & Caribbean",2013,30565461,2.02e+11,5.23182008,1280000,18.3,6608.76667294499,1056827656160
"Philippines","East Asia & Pacific",2013,97571676,2.72e+11,4.55778632,298170,29.6,2787.69424848252,1239717879040
"Poland","Europe & Central Asia",2013,38040196,5.24e+11,6.4042609,306210,5.2,13774.9027370942,3355832711600
"Portugal","Europe & Central Asia",2013,10457295,2.26e+11,9.55334024,91600,3.8,21611.707425295,2159054894240
"Puerto Rico","Latin America & Caribbean",2013,3593079,1.03e+11,NA,8870,NA,28666.2219227576,NA
"Qatar","Middle East & North Africa",2013,2101288,2.02e+11,2.14592773,11610,8.4,96131.5155276193,433477401460
"Romania","Europe & Central Asia",2013,19983693,1.92e+11,5.59558777,230030,12,9607.83374724582,1074352851840
"Russian Federation","Europe & Central Asia",2013,143506911,2.23e+12,7.09185941,16376870,10.4,15539.3213083654,15814846484300
"Rwanda","Sub-Saharan Africa",2013,11078095,7522006198,7.6883653,24670,47.8,678.998166923104,57831931439.0881
"Samoa","East Asia & Pacific",2013,190390,795753602.5,6.90784194,2830,18.2,4179.59768107569,5496940109.25559
"San Marino","Europe & Central Asia",2013,31391,NA,6.04907828,60,3.1,NA,NA
"Sao Tome and Principe","Sub-Saharan Africa",2013,182386,305632896.2,9.76121412,960,50.8,1675.74756944064,2983348141.92393
"Saudi Arabia","Middle East & North Africa",2013,30201051,7.44e+11,4.24536506,2149690,15.5,24634.9042621066,3158551604640
"Senegal","Sub-Saharan Africa",2013,14221041,14951667194,4.51055336,192530,52.5,1051.37642131824,67440292699.4985
"Serbia","Europe & Central Asia",2013,7164132,45519650911,10.11558912,87460,6.9,6353.82638273555,460458085501.51
"Seychelles","Sub-Saharan Africa",2013,89900,1411061261,3.57848961,455,14,15695.8983426029,5049468061.562
"Sierra Leone","Sub-Saharan Africa",2013,6178859,4958754472,11.58532421,72180,133.4,802.535625428578,57448778235.9074
"Singapore","East Asia & Pacific",2013,5399162,3e+11,4.52704132,707,2.8,55564.1782928536,1358112396000
"Sint Maarten (Dutch part)","Latin America & Caribbean",2013,36607,NA,NA,34,NA,NA,NA
"Slovak Republic","Europe & Central Asia",2013,5413393,98028544875,8.00422824,48088,7.7,18108.5217487443,784642847214.582
"Slovenia","Europe & Central Asia",2013,2059953,47675792660,9.29292245,20140,2.8,23144.1167152843,443047443931.659
"Solomon Islands","East Asia & Pacific",2013,560685,1059695156,5.42167209,27990,29.9,1890.00090246752,5745319651.1934
"Somalia","Sub-Saharan Africa",2013,10268157,5.352e+09,NA,627340,146.1,521.223039343867,NA
"South Africa","Sub-Saharan Africa",2013,53192216.14,3.66e+11,8.77541891,1213090,43.4,6880.70598594165,3211803321060
"South Sudan","Sub-Saharan Africa",2013,11453810,13257635695,2.61923747,NA,99.2,1157.48695805151,34724896175.9535
"Spain","Europe & Central Asia",2013,46620045,1.37e+12,9.09572402,500210,4.3,29386.5010211809,12461141907400
"Sri Lanka","South Asia",2013,20579000,74294206491,3.67699093,62710,10.2,3610.19517425531,273179123418.954
"St. Kitts and Nevis","Latin America & Caribbean",2013,54301,787290370.4,6.13575203,260,11.3,14498.6348391374,4830618488.38125
"St. Lucia","Latin America & Caribbean",2013,182305,1334385778,7.85441263,610,15.1,7319.52375414827,10480816508.0156
"St. Martin (French part)","Latin America & Caribbean",2013,31264,NA,NA,54.4,NA,NA,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2013,109327,720636185.2,5.2086,390,19.3,6591.56644927603,3753505634.23272
"Sudan","Sub-Saharan Africa",2013,38515095,66480141187,8.42182058,2376000,74.2,1726.08015602714,559883821209.982
"Suriname","Latin America & Caribbean",2013,533450,5130909091,5.96477182,156000,22.6,9618.35053144625,30604701956.9786
"Swaziland","Sub-Saharan Africa",2013,1250641,4562432041,9.65813772,17200,67.6,3648.07489999128,44064596990.1187
"Sweden","Europe & Central Asia",2013,9600379,5.79e+11,11.96648921,407340,3,60310.11900676,6928597252590
"Switzerland","Europe & Central Asia",2013,8089346,6.85e+11,11.70740988,39516,4.2,84679.2806241691,8019575767800
"Syrian Arab Republic","Middle East & North Africa",2013,19322593,NA,3.25453108,183630,15.3,NA,NA
"Tajikistan","Europe & Central Asia",2013,8111894,8506674783,6.75199215,139960,47.8,1048.66690602713,57437001357.419
"Tanzania","Sub-Saharan Africa",2013,50213457,44333456245,5.56967822,885800,53.3,882.899901614024,246923085665.099
"Thailand","East Asia & Pacific",2013,67451422,4.2e+11,6.17521536,510890,13.1,6226.70341924,2593590451200
"Timor-Leste","East Asia & Pacific",2013,1180069,1.319e+09,1.28677234,14870,56.5,1117.73125130819,1697252716.46
"Togo","Sub-Saharan Africa",2013,6928719,4081112865,5.11926485,54390,83.3,589.014053680053,20892297638.6773
"Tonga","East Asia & Pacific",2013,105139,432889959.4,4.98418762,720,17.3,4117.31098260398,2157604776.46378
"Trinidad and Tobago","Latin America & Caribbean",2013,1348240,27257411604,5.98343264,5130,21.5,20217.0322820863,163092886273.288
"Tunisia","Middle East & North Africa",2013,10886500,46255554872,7.26466474,155360,15.2,4248.89127561659,336031098507.754
"Turkey","Europe & Central Asia",2013,76223639,8.23e+11,5.384456,769630,15.4,10797.1754011902,4431407288000
"Turkmenistan","Europe & Central Asia",2013,5240088,39197543860,2.12069027,469930,54.7,7480.32167780388,83125849871.8002
"Turks and Caicos Islands","Latin America & Caribbean",2013,33103,NA,NA,950,NA,NA,NA
"Tuvalu","East Asia & Pacific",2013,9876,38320765.12,16.61044357,30,28.9,3880.19087889834,636524906.584984
"Uganda","Sub-Saharan Africa",2013,36573387,24662957836,7.47352248,200520,60.3,674.341641806377,184319169810.638
"Ukraine","Europe & Central Asia",2013,45489600,1.81e+11,7.66658213,579320,10,3978.93144806725,1387651365530
"United Arab Emirates","Middle East & North Africa",2013,9039978,3.87e+11,3.48564353,83600,7.4,42809.8386965101,1348944046110
"United Kingdom","Europe & Central Asia",2013,64128226,2.71e+12,9.33908653,241930,4.6,42259.0826073997,25308924496300
"United States","North America",2013,316427395,1.67e+13,16.89772211,9147420,6.9,52776.7199170603,282191959237000
"Uruguay","Latin America & Caribbean",2013,3407969,57531233351,8.67769884,175020,11.1,16881.3840005587,499238716913.742
"Uzbekistan","Europe & Central Asia",2013,30243200,56795656325,6.31652519,425400,41.8,1877.96451185721,358751193859.445
"Vanuatu","East Asia & Pacific",2013,253165,801787555.9,3.92031081,12190,28.4,3167.05530345822,3143256422.71825
"Venezuela, RB","Latin America & Caribbean",2013,30276045,3.71e+11,4.93680816,882050,15.7,12253.9122927053,1831555827360
"Vietnam","East Asia & Pacific",2013,89759500,1.71e+11,7.16550866,310070,22.9,1905.0908260407,1225301980860
"Virgin Islands (U.S.)","Latin America & Caribbean",2013,104737,NA,NA,350,NA,NA,NA
"West Bank and Gaza","Middle East & North Africa",2013,4169506,1.2476e+10,NA,6020,22.3,2992.20099455427,NA
"Yemen, Rep.","Middle East & North Africa",2013,25533217,35954502304,5.77556499,527970,46,1408.1461926243,207657564739.857
"Zambia","Sub-Saharan Africa",2013,15246086,28045517946,4.99279017,743390,70.2,1839.52248111417,140025386313.347
"Zimbabwe","Sub-Saharan Africa",2013,14898092,13490227100,6.88119338,386850,74.5,905.500321786172,92828861415.2166
"Afghanistan","South Asia",2014,31627506,20050189882,8.18227382,652860,93.9,633.947864305203,164056143757.518
"Albania","Europe & Central Asia",2014,2893654,13277963807,5.88310543,27400,14.4,4588.64944011966,78115660972.3052
"Algeria","Middle East & North Africa",2014,38934334,2.14e+11,7.20717804,2381740,25.6,5496.43407281604,1542336100560
"American Samoa","East Asia & Pacific",2014,55434,NA,NA,200,NA,NA,NA
"Andorra","Europe & Central Asia",2014,72786,NA,8.12713561,470,2.9,NA,NA
"Angola","Sub-Saharan Africa",2014,24227524,1.27e+11,3.30698293,1246700,162.2,5241.97189939839,419986832110
"Antigua and Barbuda","Latin America & Caribbean",2014,90900,1220976000,5.54168311,440,8.4,13432.0792079208,6766262076.91536
"Argentina","Latin America & Caribbean",2014,42980026,5.48e+11,4.78591616,2736690,12.9,12750.1086202228,2622682055680
"Armenia","Europe & Central Asia",2014,3006154,11644438423,4.48014942,28470,14.7,3873.533565812,52168824047.0292
"Aruba","Latin America & Caribbean",2014,103441,NA,NA,180,NA,NA,NA
"Australia","East Asia & Pacific",2014,23464086,1.45e+12,9.42230024,7682300,3.9,61796.5685942338,13662335348000
"Austria","Europe & Central Asia",2014,8541575,4.37e+11,11.20547328,82531,3.7,51161.5246602646,4896791823360
"Azerbaijan","Europe & Central Asia",2014,9535079,75198010965,6.0368632,82659,32.9,7886.45914365261,453960105107.805
"Bahamas, The","Latin America & Caribbean",2014,383054,8510500000,7.74236489,10010,12.4,22217.4941392075,65891396396.345
"Bahrain","Middle East & North Africa",2014,1361930,33851063830,4.98079638,770,6.5,24855.2156351648,168605256183.613
"Bangladesh","South Asia",2014,159077513,1.73e+11,2.81899856,130170,39.5,1087.52014497486,487686750880
"Barbados","Latin America & Caribbean",2014,283380,4354500000,7.469303,430,13.3,15366.2926106288,32525079913.5
"Belarus","Europe & Central Asia",2014,9483000,76103961203,5.68772158,202910,4.7,8025.30435547822,432858142457.786
"Belgium","Europe & Central Asia",2014,11231213,5.31e+11,10.5947509,30280,4.2,47278.9537514781,5625812727900
"Belize","Latin America & Caribbean",2014,351706,1717861750,5.78895004,22810,17,4884.3686203818,9944615846.37697
"Benin","Sub-Saharan Africa",2014,10598482,9575356735,4.59429651,112760,102.1,903.464924033461,43992028029.6155
"Bermuda","North America",2014,65139,NA,NA,50,NA,NA,NA
"Bhutan","South Asia",2014,765008,1958819915,3.57301481,38117,34.4,2560.5221317947,6998892566.41794
"Bolivia","Latin America & Caribbean",2014,10561887,32996187988,6.33482729,1083300,39.8,3124.08076208352,209025152132.353
"Bosnia and Herzegovina","Europe & Central Asia",2014,3817554,18521476055,9.57201597,51200,5.7,4851.66052791919,177287864586.433
"Botswana","Sub-Saharan Africa",2014,2219937,15880195735,5.41200262,566730,44.8,7153.44432522184,85943660923.9328
"Brazil","Latin America & Caribbean",2014,206077898,2.42e+12,8.32283359,8358140,16.2,11743.132201397,20141257287800
"British Virgin Islands","Latin America & Caribbean",2014,29585,NA,NA,150,NA,NA,NA
"Brunei Darussalam","East Asia & Pacific",2014,417394,17104656669,2.64816289,5270,10.1,40979.641942625,45295917037.0368
"Bulgaria","Europe & Central Asia",2014,7223938,56717054674,8.44291326,108560,10.9,7851.26542808092,478857172975.26
"Burkina Faso","Sub-Saharan Africa",2014,17589198,12549126616,4.96026323,273600,92.4,713.456441618316,62246971321.9591
"Burundi","Sub-Saharan Africa",2014,10816860,3093647227,7.53556539,25680,84.6,286.002335890453,23312380972.6507
"Cabo Verde","Sub-Saharan Africa",2014,513906,1871187071,4.75969597,4030,25.2,3641.10765587481,8906281560.9548
"Cambodia","East Asia & Pacific",2014,15328136,16777820333,5.67563855,176520,30.6,1094.57668779818,95224843866.9486
"Cameroon","Sub-Saharan Africa",2014,22773014,32050817633,4.10367158,472710,90.6,1407.40341322409,131526029436.305
"Canada","North America",2014,35543658,1.78e+12,10.449582,9093510,5,50079.2574585317,18600255960000
"Cayman Islands","Latin America & Caribbean",2014,59172,NA,NA,240,NA,NA,NA
"Central African Republic","Sub-Saharan Africa",2014,4804316,1691091492,4.20022213,622980,134,351.994226025099,7102959908.55312
"Chad","Sub-Saharan Africa",2014,13587053,13922223234,3.6211644,1259200,142.9,1024.66835405735,50414659143.8137
"Channel Islands","Europe & Central Asia",2014,162917,NA,NA,190,NA,NA,NA
"Chile","Latin America & Caribbean",2014,17762647,2.59e+11,7.78585767,743532,8.3,14581.1601165074,2016537136530
"China","East Asia & Pacific",2014,1364270000,1.04e+13,5.54822768,9388211,11.4,7623.12445483665,57701567872000
"Colombia","Latin America & Caribbean",2014,47791393,3.78e+11,7.20129855,1109500,16.4,7909.37397451462,2722090851900
"Comoros","Sub-Saharan Africa",2014,769991,623751044.5,6.74764314,1861,75.9,810.075759976415,4208849456.48826
"Congo, Dem. Rep.","Sub-Saharan Africa",2014,74877030,32782281736,4.32823361,2267050,101.7,437.814931174487,141889373622.244
"Congo, Rep.","Sub-Saharan Africa",2014,4504962,14177437627,5.15141136,341500,47.1,3147.07152402173,73033813247.4192
"Costa Rica","Latin America & Caribbean",2014,4757606,49552639049,9.31311229,51060,9.9,10415.4566496259,461489291729.176
"Cote d'Ivoire","Sub-Saharan Africa",2014,22157107,34253607832,5.71627357,318000,95.5,1545.94224922956,195802993127.207
"Croatia","Europe & Central Asia",2014,4238389,57136241867,7.80324176,55960,4.5,13480.6507536236,445847908546.035
"Cuba","Latin America & Caribbean",2014,11379111,NA,11.05880043,106449,5.6,NA,NA
"Cyprus","Europe & Central Asia",2014,1153658,23227106276,7.36761162,9240,2.9,20133.4418657869,171128298098.033
"Czech Republic","Europe & Central Asia",2014,10525347,2.05e+11,7.41091154,77230,3.5,19476.792546602,1519236865700
"Denmark","Europe & Central Asia",2014,5643475,3.46e+11,10.80495696,42430,3.6,61309.7426674168,3738515108160
"Djibouti","Middle East & North Africa",2014,876174,1589025860,10.56825612,23180,67.4,1813.59622632034,16793232269.7833
"Dominica","Latin America & Caribbean",2014,72341,524605000,5.48583257,750,21.2,7251.83505895688,2877895195.38485
"Dominican Republic","Latin America & Caribbean",2014,10405943,63968906782,4.37577756,48320,31.5,6147.34356915082,279913706834.407
"Ecuador","Latin America & Caribbean",2014,15902916,1.01e+11,9.16108824,248360,22.3,6351.03650173339,925269912240
"Egypt, Arab Rep.","Middle East & North Africa",2014,89579670,3.01e+11,5.64211505,995450,24.8,3360.13740617709,1698276630050
"El Salvador","Latin America & Caribbean",2014,6107706,25054200000,6.77240285,20720,17.4,4102.0638517964,169677135484.47
"Equatorial Guinea","Sub-Saharan Africa",2014,820885,15529729677,3.80407904,28050,97.4,18918.2768317121,59076319161.1417
"Eritrea","Sub-Saharan Africa",2014,NA,NA,3.33829318,101000,48.1,NA,NA
"Estonia","Europe & Central Asia",2014,1314545,26485161116,6.37929421,42390,3.2,20147.7782167974,168956634958.216
"Ethiopia","Sub-Saharan Africa",2014,96958732,55612228234,4.88431325,1e+06,61.8,573.565960351049,271627543225.35
"Faroe Islands","Europe & Central Asia",2014,48221,NA,NA,1396,NA,NA,NA
"Fiji","East Asia & Pacific",2014,886450,4531870927,4.48749874,18270,22.9,5112.38189068757,20336765074.7551
"Finland","Europe & Central Asia",2014,5461512,2.72e+11,9.67990894,303890,2.4,49803.0582007327,2632935231680
"France","Europe & Central Asia",2014,66495940,2.83e+12,11.53951975,547557,4.4,42558.9893157387,32656840892500
"French Polynesia","East Asia & Pacific",2014,279781,NA,NA,3660,NA,NA,NA
"Gabon","Sub-Saharan Africa",2014,1687673,18179717776,3.43747162,257670,52.3,10772.0617536691,62492263914.6095
"Gambia, The","Sub-Saharan Africa",2014,1928201,850903179.3,7.34040076,10120,71.1,441.293817034635,6245970344.02014
"Georgia","Europe & Central Asia",2014,3727000,16509305828,7.4166592,69490,12.6,4429.65007459082,122443894954.85
"Germany","Europe & Central Asia",2014,80982500,3.87e+12,11.29700067,348540,3.8,47788.1023677955,43719392592900
"Ghana","Sub-Saharan Africa",2014,26786598,38616536132,3.55729189,227540,64,1441.63645312481,137370290802.256
"Gibraltar","Europe & Central Asia",2014,31997,NA,NA,10,NA,NA,NA
"Greece","Europe & Central Asia",2014,10892413,2.36e+11,8.08426702,128900,4.6,21666.4571936448,1907887016720
"Greenland","Europe & Central Asia",2014,56295,2441226080,NA,410450,NA,43364.8828492761,NA
"Grenada","Latin America & Caribbean",2014,106349,911803777.8,6.09761403,340,12.2,8573.69394916736,5559827508.12028
"Guam","East Asia & Pacific",2014,167543,NA,NA,540,NA,NA,NA
"Guatemala","Latin America & Caribbean",2014,16015494,58722323918,6.20230127,107160,30.1,3666.5946063231,364213544213.963
"Guinea","Sub-Saharan Africa",2014,12275527,6624068016,5.64479793,245720,97,539.615775029455,37391525424.896
"Guinea-Bissau","Sub-Saharan Africa",2014,1800513,1109009638,5.59313736,28120,96.2,615.940922392674,6202843238.89788
