"name","region","year","POP","GDP","HEX","LAN","MOR","GDP_cap","HEX_total"
"Austria","Europe & Central Asia",2005,8227829,3.15e+11,10.53141508,82580,4.9,38284.7042640288,3317395750200
"Azerbaijan","Europe & Central Asia",2005,8391850,13245421881,7.8639081,82660,51.7,1578.36733032645,104160780417.913
"Bahamas, The","Latin America & Caribbean",2005,329243,7706222000,5.95416502,10010,15.3,23405.8795479327,45884117468.7544
"Bahrain","Middle East & North Africa",2005,867014,15968726862,3.15804988,740,10.9,18418.0726747204,50430035950.2919
"Bangladesh","South Asia",2005,142929979,69442943089,2.67725039,130170,66.8,485.852888070459,185916146467.773
"Barbados","Latin America & Caribbean",2005,274013,3897500000,5.37770788,430,16.5,14223.7777039775,20959616462.3
"Belarus","Europe & Central Asia",2005,9663000,30210091837,6.88634578,202830,9.4,3126.36777781227,208037138435.137
"Belgium","Europe & Central Asia",2005,10478617,3.87e+11,9.24428757,30280,5,36932.3547181847,3577539289590
"Belize","Latin America & Caribbean",2005,283279,1114202700,4.45271318,22810,21.7,3933.2343731798,4961225047.48159
"Benin","Sub-Saharan Africa",2005,8182362,4803702821,4.73384847,112760,125.5,587.080212412993,22740001249.5255
"Bermuda","North America",2005,64154,4868136000,NA,50,NA,75882.0338560339,NA
"Bhutan","South Asia",2005,651163,818869145.1,5.28092275,38117,58.5,1257.54864004865,4324384697.63164
"Bolivia","Latin America & Caribbean",2005,9125405,9549077869,5.66626332,1083300,61.4,1046.42784281903,54107589668.9385
"Bosnia and Herzegovina","Europe & Central Asia",2005,3833377,11225138297,8.49615182,51200,8.3,2928.26359030171,95370479171.8082
"Botswana","Sub-Saharan Africa",2005,1864003,9931134941,5.62371187,566730,69,5327.85351793962,55849841450.2735
"Brazil","Latin America & Caribbean",2005,188479240,8.92e+11,8.26702693,8358140,21.9,4732.61670622186,7374188021560
"British Virgin Islands","Latin America & Caribbean",2005,23169,NA,NA,150,NA,NA,NA
"Brunei Darussalam","East Asia & Pacific",2005,361889,9531402848,2.62469019,5270,9,26337.9181130126,25016979552.0837
"Bulgaria","Europe & Central Asia",2005,7739900,29821662537,7.07978092,108640,15.9,3852.97775643096,211130837432.131
"Burkina Faso","Sub-Saharan Africa",2005,13421929,5462709498,6.87238586,273600,158.3,406.998837350429,37541847511.3429
"Burundi","Sub-Saharan Africa",2005,7934213,1117257279,9.83776739,25680,127.1,140.815135540223,10991317225.5863
"Cabo Verde","Sub-Saharan Africa",2005,474224,971977088.2,4.85837167,4030,27.7,2049.6159793684,4722225949.19997
"Cambodia","East Asia & Pacific",2005,13320058,6293046162,5.84121965,176520,65.4,472.44885585333,36759064899.8315
"Cameroon","Sub-Saharan Africa",2005,18126999,16587858857,4.75114245,472710,125.1,915.091287697429,78811280370.1012
"Canada","North America",2005,32312000,1.17e+12,9.57259884,9093510,6.1,36209.4577865808,11199940642800
"Cayman Islands","Latin America & Caribbean",2005,48623,NA,NA,240,NA,NA,NA
"Central African Republic","Sub-Saharan Africa",2005,4055608,1350301057,4.29009912,622980,166.2,332.946640059887,5792925376.37077
"Chad","Sub-Saharan Africa",2005,10067932,6646663021,3.91024833,1259200,177,660.181556748695,25990102977.938
"Channel Islands","Europe & Central Asia",2005,154298,8827272727,NA,194,NA,57209.249160715,NA
"Chile","Latin America & Caribbean",2005,16096571,1.24e+11,6.69119625,743532,9.1,7703.50405685782,829708335000
"China","East Asia & Pacific",2005,1303720000,2.27e+12,4.65846996,9388211.8,24,1741.17141717547,10574726809200
"Colombia","Latin America & Caribbean",2005,43285636,1.47e+11,5.8158366,1109500,21.5,3396.04574598373,854927980200
"Comoros","Sub-Saharan Africa",2005,618632,380372892.6,4.31649402,1861,97.8,614.861327251096,1641877316.278
"Congo, Dem. Rep.","Sub-Saharan Africa",2005,56089536,11964484668,3.14461623,2267050,138.4,213.310458977589,37623712670.579
"Congo, Rep.","Sub-Saharan Africa",2005,3503086,6087002682,2.42171832,341500,95.3,1737.611546505,14741005908.8885
"Costa Rica","Latin America & Caribbean",2005,4247843,19964925503,7.73973795,51060,10.4,4700.01492592829,154523291584.492
"Cote d'Ivoire","Sub-Saharan Africa",2005,18132702,17084928927,5.3896073,318000,128.8,942.216384905019,92081057664.9404
"Croatia","Europe & Central Asia",2005,4442000,45416076681,6.89409977,55960,6.8,10224.2405855471,313102963800.784
"Cuba","Latin America & Caribbean",2005,11261052,42644200000,9.39424353,106440,6.8,3786.87532923212,400609999942.026
"Cyprus","Europe & Central Asia",2005,1032586,18270009451,6.3690867,9240,4.8,17693.4506675473,116363274203.238
"Czech Republic","Europe & Central Asia",2005,10211216,1.36e+11,6.93394326,77260,5.2,13318.6879995487,943016283360
"Denmark","Europe & Central Asia",2005,5419432,2.65e+11,9.7699606,42430,4.9,48898.1133078153,2589039559000
"Djibouti","Middle East & North Africa",2005,778406,708633194.7,7.21478463,23180,88.5,910.364507339358,5112635881.42936
"Dominica","Latin America & Caribbean",2005,70542,370370370.4,4.5907974,750,15.6,5250.35256159451,1700295333.46936
"Dominican Republic","Latin America & Caribbean",2005,9237565,34004081037,4.26151651,48320,36.8,3681.0654146412,144908952746.553
"Ecuador","Latin America & Caribbean",2005,13735232,41507085000,5.87295184,248360,29.1,3021.94276733003,243769111223.786
"Egypt, Arab Rep.","Middle East & North Africa",2005,74942115,89685725230,5.06260429,995450,35.6,1196.73330850083,454043337301.159
"El Salvador","Latin America & Caribbean",2005,5947206,17093800000,7.19019921,20720,24.8,2874.25725626454,122907827255.898
"Equatorial Guinea","Sub-Saharan Africa",2005,625866,8217369093,1.63062912,28050,131.2,13129.5981775652,13399481332.8338
"Eritrea","Sub-Saharan Africa",2005,4191273,1098425901,2.96792167,101000,69.5,262.074529862407,3260042034.46717
"Estonia","Europe & Central Asia",2005,1354775,14006093769,5.01934025,42390,7.3,10338.317262276,70301350200.0159
"Ethiopia","Sub-Saharan Africa",2005,76608431,12401139454,4.20170809,1e+06,109.1,161.876953908637,52105967969.09
"Faroe Islands","Europe & Central Asia",2005,48337,1730891409,NA,1396,NA,35808.8298611829,NA
"Fiji","East Asia & Pacific",2005,821820,3006725015,3.60776119,18270,23.7,3658.6174770631,10847545818.1192
"Finland","Europe & Central Asia",2005,5246096,2.04e+11,8.42946509,304590,3.8,38886.059271504,1719610878360
"France","Europe & Central Asia",2005,63179356,2.2e+12,10.59988615,547556,4.6,34821.5008712656,23319749530000
"French Polynesia","East Asia & Pacific",2005,254884,NA,NA,3660,NA,NA,NA
"Gabon","Sub-Saharan Africa",2005,1377777,9458884812,2.75520343,257670,76.7,6865.32349719875,26061151877.9973
"Gambia, The","Sub-Saharan Africa",2005,1440542,624174723.7,4.96685998,10120,97.9,433.291583098584,3100188455.67309
"Georgia","Europe & Central Asia",2005,4190000,6410941013,8.59882617,69490,24.6,1530.05752100239,55126567356.9107
"Germany","Europe & Central Asia",2005,82469422,2.86e+12,10.51754561,348760,4.7,34679.5203681675,30080180444600
"Ghana","Sub-Saharan Africa",2005,21389514,10731634117,4.50784786,227540,86.5,501.724074562891,48376573888.6214
"Gibraltar","Europe & Central Asia",2005,29080,NA,NA,10,NA,NA,NA
"Greece","Europe & Central Asia",2005,10987314,2.48e+11,9.36146591,128900,5.5,22571.485624239,2321643545680
"Greenland","Europe & Central Asia",2005,56935,1650283229,NA,410450,NA,28985.3908667779,NA
"Grenada","Latin America & Caribbean",2005,102951,695370296.3,5.50415611,340,14.2,6754.38117453934,3827426665.09216
"Guam","East Asia & Pacific",2005,158401,NA,NA,540,NA,NA,NA
"Guatemala","Latin America & Caribbean",2005,13183505,27211377220,6.78948738,107160,41.4,2064.04724843659,184751302227.609
"Guinea","Sub-Saharan Africa",2005,9669023,2937071767,2.82148862,245720,136.7,303.760966025213,8286914566.71379
"Guinea-Bissau","Sub-Saharan Africa",2005,1462784,586791836.1,5.71621565,28120,146.2,401.147289073438,3354228676.80705
"Guyana","Latin America & Caribbean",2005,742495,824880550.3,5.82749382,196850,42.8,1110.95771729103,4806986309.11145
"Haiti","Latin America & Caribbean",2005,9263409,4310358096,4.40741512,27560,90,465.310135394,18997537444.9248
"Honduras","Latin America & Caribbean",2005,6880181,9672035709,7.81458832,111890,30,1405.78216023677,75582977282.1743
"Hong Kong SAR, China","East Asia & Pacific",2005,6813200,1.82e+11,NA,1050,NA,26712.8515235132,NA
"Hungary","Europe & Central Asia",2005,10087065,1.13e+11,8.27979357,89610,8.3,11202.4657321034,935616673410
"Iceland","Europe & Central Asia",2005,296734,16749309720,9.20976024,100250,3.1,56445.536136742,154257126706.702
"India","South Asia",2005,1144326293,8.34e+11,4.28217471,2973190,74.6,728.813106105917,3571333708140
"Indonesia","East Asia & Pacific",2005,226254703,2.86e+11,2.78958066,1811570,41.4,1264.06212205896,797820068760
"Iran, Islamic Rep.","Middle East & North Africa",2005,70122115,2.2e+11,6.06355948,1628550,25.7,3137.38397651012,1333983085600
"Iraq","Middle East & North Africa",2005,27017712,49954890353,4.13339428,437370,40.7,1848.9682010453,206483258043.117
"Ireland","Europe & Central Asia",2005,4159914,2.11e+11,7.26683559,68890,5.2,50722.2024301464,1533302309490
"Isle of Man","Europe & Central Asia",2005,80345,2971167185,NA,570,NA,36980.1130748646,NA
"Israel","Middle East & North Africa",2005,6930100,1.43e+11,7.43511313,21640,5.6,20634.6228770148,1063221177590
"Italy","Europe & Central Asia",2005,57969484,1.85e+12,8.70707069,294140,4.4,31913.3425441565,16108080776500
"Jamaica","Latin America & Caribbean",2005,2643601,11204416000,4.06830563,10830,19.7,4238.31584267066,45582988693.6621
"Japan","East Asia & Pacific",2005,127773000,4.57e+12,8.18154267,364500,3.7,35766.5547494385,37389650001900
"Jordan","Middle East & North Africa",2005,5332982,12588665303,8.88253327,88240,24.1,2360.53024424234,111819238378.792
"Kazakhstan","Europe & Central Asia",2005,15147029,57123671734,4.06951322,2699700,32.5,3771.27895734536,232465537296.453
"Kenya","Sub-Saharan Africa",2005,35349040,18737895401,4.36354595,569140,85.5,530.082157846437,81763667588.5572
"Kiribati","East Asia & Pacific",2005,92329,106149546.4,10.05853597,810,64.8,1149.68803301238,1067709030.66358
"Korea, Dem. People’s Rep.","East Asia & Pacific",2005,23813324,NA,NA,120410,32.7,NA,NA
"Korea, Rep.","East Asia & Pacific",2005,48138077,8.98e+11,5.32851591,96850,5.6,18654.6712283501,4785007287180
"Kosovo","Europe & Central Asia",2005,1705780,3736599925,NA,10887,NA,2190.55207881438,NA
"Kuwait","Middle East & North Africa",2005,2263604,80797945205,2.37794798,17820,11.7,35694.3817050155,192133310588.38
"Kyrgyz Republic","Europe & Central Asia",2005,5162600,2460246796,5.82230709,191800,39.3,476.551891682486,14324312363.5006
"Lao PDR","East Asia & Pacific",2005,5745012,2735558735,4.31668409,230800,97.2,476.162405753025,11808542868.635
"Latvia","Europe & Central Asia",2005,2238799,16903250778,6.37415759,62196,12.5,7550.14218694934,107743984242.262
"Lebanon","Middle East & North Africa",2005,3986865,21287562189,8.41980531,10230,14.1,5339.42388041732,179237129155.897
"Lesotho","Sub-Saharan Africa",2005,1925844,1368352570,6.29584414,30360,123.4,710.520981969464,8614934509.28844
"Liberia","Sub-Saharan Africa",2005,3269786,5.5e+08,8.0358831,96320,124.7,168.206726678749,4419735705
"Libya","Middle East & North Africa",2005,5801543,47334148578,2.70538066,1759540,23.1,8158.88955369287,128056890120.488
"Liechtenstein","Europe & Central Asia",2005,34852,3659320087,NA,160,NA,104995.985510157,NA
"Lithuania","Europe & Central Asia",2005,3322528,26125575942,5.83432657,62680,9.9,7863.16200856697,152425141874.963
"Luxembourg","Europe & Central Asia",2005,465158,36977365999,7.94570112,2590,3.5,79494.2062675478,293811098432.904
"Macao SAR, China","East Asia & Pacific",2005,468149,12092284455,NA,28,NA,25829.9909964563,NA
"Macedonia, FYR","Europe & Central Asia",2005,2042894,6258600714,7.95350493,25430,13.7,3063.59542590071,49777811633.7005
"Madagascar","Sub-Saharan Africa",2005,18290394,5039293031,5.03002085,581540,80.6,275.515827105747,25347749015.1897
"Malawi","Sub-Saharan Africa",2005,12747846,3655892942,8.20169881,94280,116.2,286.785151154164,29984532791.8888
"Malaysia","East Asia & Pacific",2005,25796124,1.44e+11,3.29181275,328550,8.2,5582.23398212848,474021036000
"Maldives","South Asia",2005,321000,1119806500,9.52452498,300,22.8,3488.4937694704,10665624982.0164
"Mali","Sub-Saharan Africa",2005,12881384,6245031690,6.33580578,1220190,171.8,484.81061429424,39567307877.7852
"Malta","Middle East & North Africa",2005,403834,5990648162,8.83355332,320,7,14834.4323707266,52918709960.387
"Marshall Islands","East Asia & Pacific",2005,52058,137744500,17.4250474,180,40.2,2645.98140535557,2400204441.5893
"Mauritania","Sub-Saharan Africa",2005,3154087,2184444849,4.2060502,1030700,109.8,692.575965406154,9187884694.02542
"Mauritius","Sub-Saharan Africa",2005,1228254,6283796155,4.46865768,2030,15.7,5116.03964245181,28080133947.5952
"Mexico","Latin America & Caribbean",2005,109747906,8.66e+11,6.0443102,1943950,19.5,7890.81114677486,5234372633200
"Micronesia, Fed. Sts.","East Asia & Pacific",2005,106198,249845600,12.112,700,47.4,2352.63940940507,3026129907.2
"Moldova","Europe & Central Asia",2005,3595187,2988338439,9.15376162,32890,19.7,831.205286122808,27354537710.4889
"Monaco","Europe & Central Asia",2005,33808,4280072626,4.00135654,2,4.5,126599.403277331,17126096593.7201
"Mongolia","East Asia & Pacific",2005,2526447,2523471602,5.08566386,1553560,43.4,998.822299458488,12833528328.0277
"Montenegro","Europe & Central Asia",2005,614261,2257118341,8.46232483,13450,10.4,3674.52653025343,19100468581.2927
"Morocco","Middle East & North Africa",2005,30385479,62343022651,5.05803376,446300,40.4,2051.73736609517,315333113269.203
"Mozambique","Sub-Saharan Africa",2005,21126676,7723846195,6.86781935,786380,133.8,365.596849925658,53045980354.4449
"Myanmar","East Asia & Pacific",2005,49984704,NA,1.83009783,653360,70.5,NA,NA
"Namibia","Sub-Saharan Africa",2005,2027026,7261333795,7.31871061,823290,71.7,3582.25982054498,53143600688.2181
"Nauru","East Asia & Pacific",2005,10115,NA,12.57138688,20,38.7,NA,NA
"Nepal","South Asia",2005,25506847,8130258976,5.72405361,143350,60,318.748098343947,46538038241.8077
"Netherlands","Europe & Central Asia",2005,16319868,6.79e+11,9.59771913,33760,5.4,41605.7286737858,6516851289270
"New Caledonia","East Asia & Pacific",2005,231000,NA,NA,18280,NA,NA,NA
"New Zealand","East Asia & Pacific",2005,4133900,1.15e+11,8.24881468,263310,6.6,27818.7667819734,948613688200
"Nicaragua","Latin America & Caribbean",2005,5379327,6321335612,6.11145325,120340,31.7,1175.11644337665,38632547070.2981
"Niger","Sub-Saharan Africa",2005,13485436,3405134832,7.14963764,1266700,172.7,252.504615497786,24345480164.1423
"Nigeria","Sub-Saharan Africa",2005,139611303,1.12e+11,4.10629745,910770,158.1,802.227309632659,459905314400
"Northern Mariana Islands","East Asia & Pacific",2005,64372,NA,NA,460,NA,NA,NA
"Norway","Europe & Central Asia",2005,4623291,3.09e+11,8.89402506,365245,4,66835.5074339902,2748253743540
"Oman","Middle East & North Africa",2005,2506891,31081924577,2.58713523,309500,12.7,12398.5943453465,80413142089.3595
"Pakistan","South Asia",2005,153356383,1.1e+11,2.91358382,770880,101.2,717.283479488428,320494220200
"Palau","East Asia & Pacific",2005,19907,193300000,8.21470499,460,22.9,9710.15220776611,1587902474.567
"Panama","Latin America & Caribbean",2005,3319301,16374277900,7.47896823,74340,22.9,4933.0500307143,122462704203.291
"Papua New Guinea","East Asia & Pacific",2005,6086905,4865971718,6.41591818,452860,74.2,799.416405874578,31219676408.882
"Paraguay","Latin America & Caribbean",2005,5795493,8734653809,6.07399547,397300,28.4,1507.1459510002,53054247667.8842
"Peru","Latin America & Caribbean",2005,27610406,74947898080,4.71800204,1280000,27.4,2714.4801159389,353604336035.152
"Philippines","East Asia & Pacific",2005,86141373,1.03e+11,3.9138542,298170,35.7,1195.70882623382,403126982600
"Poland","Europe & Central Asia",2005,38165445,3.04e+11,6.20353532,306330,7.6,7965.32046200431,1885874737280
"Portugal","Europe & Central Asia",2005,10503330,1.97e+11,9.97647249,91470,4.7,18755.9564442896,1965365080530
"Puerto Rico","Latin America & Caribbean",2005,3821362,83914521341,NA,8870,NA,21959.3227077152,NA
"Qatar","Middle East & North Africa",2005,836924,44530494505,3.01330669,11610,10.3,53207.3336467827,134184037000.925
"Romania","Europe & Central Asia",2005,21319685,99697566668,5.46905767,229980,20.9,4676.31518326842,545251741665.962
"Russian Federation","Europe & Central Asia",2005,143518523,7.64e+11,5.21198715,16381390,16.7,5323.35467248364,3981958182600
"Rwanda","Sub-Saharan Africa",2005,9008230,2581465675,6.83378867,24670,110.7,286.56746941408,17641190881.8089
"Samoa","East Asia & Pacific",2005,179928,465568018.3,4.4674683,2830,19.3,2587.52400015562,2079910363.24907
"San Marino","Europe & Central Asia",2005,29242,1375416604,4.08634536,60,4.2,47035.654332809,5620427257.82236
"Sao Tome and Principe","Sub-Saharan Africa",2005,153146,126194166.2,10.03778171,960,70.1,824.012159638515,1266709493.39106
"Saudi Arabia","Middle East & North Africa",2005,24745230,3.28e+11,3.4187517,2149690,19.7,13255.079867918,1121350557600
"Senegal","Sub-Saharan Africa",2005,11268994,8707015771,5.35462391,192530,96.2,772.652445373562,46622794832.1437
"Serbia","Europe & Central Asia",2005,7440769,26252007830,8.70154867,87460,8.9,3528.13100769558,228433123817.966
"Seychelles","Sub-Saharan Africa",2005,82900,919103254.5,3.90758098,460,14.2,11086.8908866104,3591470395.9403
"Sierra Leone","Sub-Saharan Africa",2005,5071271,1627854495,12.24678485,72180,203.7,320.995366841961,19935983767.3704
"Singapore","East Asia & Pacific",2005,4265762,1.27e+11,3.7437377,689,2.9,29771.9375811402,475454687900
"Sint Maarten (Dutch part)","Latin America & Caribbean",2005,36934,NA,NA,34,NA,NA,NA
"Slovak Republic","Europe & Central Asia",2005,5372807,62493023256,7.04485118,48100,9.9,11631.3545705252,440254048626.799
"Slovenia","Europe & Central Asia",2005,2000474,36346971770,8.49586245,20140,4.3,18169.1797893899,308798872631.953
"Solomon Islands","East Asia & Pacific",2005,469306,413911362.3,7.83435685,27990,33.2,881.964778417493,3242729316.52784
"Somalia","Sub-Saharan Africa",2005,8466938,NA,NA,627340,174.3,NA,NA
"South Africa","Sub-Saharan Africa",2005,47270062.72,2.58e+11,7.76856193,1213090,75.2,5457.99995079846,2004288977940
"South Sudan","Sub-Saharan Africa",2005,8099908,NA,NA,NA,139.3,NA,NA
"Spain","Europe & Central Asia",2005,43653155,1.16e+12,8.11898424,499090,5.7,26573.1079460351,9418021718400
"Sri Lanka","South Asia",2005,19373000,24406252457,4.06081747,62710,14,1259.80759082228,99109336354.616
"St. Kitts and Nevis","Latin America & Caribbean",2005,49139,543169963,4.80077315,260,15.2,11053.7447445003,2607635774.25689
"St. Lucia","Latin America & Caribbean",2005,165407,946681289,6.24652588,610,17.1,5723.34477380038,5913469171.85026
"St. Martin (French part)","Latin America & Caribbean",2005,27906,NA,NA,54.4,NA,NA,NA
"St. Vincent and the Grenadines","Latin America & Caribbean",2005,108749,550728666.7,3.65905803,390,21.8,5064.21821533991,2015148150.23983
"Sudan","Sub-Saharan Africa",2005,31990003,26524538566,3.1765208,2376000,91.9,829.150862099013,84255748465.3012
"Suriname","Latin America & Caribbean",2005,491999,1793776693,6.7755102,156000,29.2,3645.89499775406,12153752279.9438
"Swaziland","Sub-Saharan Africa",2005,1104642,2584089444,6.79799069,17200,130.2,2339.30037423889,17566615982.4393
"Sweden","Europe & Central Asia",2005,9029572,3.89e+11,9.06150305,410340,3.6,43080.6687182958,3524924686450
"Switzerland","Europe & Central Asia",2005,7437115,4.08e+11,10.86294204,39518,5.1,54859.9826680104,4432080352320
"Syrian Arab Republic","Middle East & North Africa",2005,18132842,28858965517,4.10970595,183570,18.8,1591.53019239896,118601862296.06
"Tajikistan","Europe & Central Asia",2005,6805655,2312344311,5.88684129,139960,65.2,339.768076841979,13612403966.6914
"Tanzania","Sub-Saharan Africa",2005,39065600,16929976600,4.66284406,885800,92.4,433.373008478047,78941840825.249
"Thailand","East Asia & Pacific",2005,65863973,1.89e+11,4.64478993,510890,17.8,2869.5505507996,877865296770
"Timor-Leste","East Asia & Pacific",2005,979201,4.91e+08,1.04740904,14870,83.3,501.429226481591,514277838.64
"Togo","Sub-Saharan Africa",2005,5578219,2115154262,5.17180825,54390,105.1,379.180928895047,10939172262.2343
"Tonga","East Asia & Pacific",2005,100858,258739680.9,6.52379264,720,16.7,2565.3857988459,1687964025.93137
"Trinidad and Tobago","Latin America & Caribbean",2005,1296933,15982282468,5.31033616,5130,26.9,12323.1365598686,84871292509.1544
"Tunisia","Middle East & North Africa",2005,10029000,32273007554,5.56702876,155360,23,3217.96864632566,179664761224.815
"Turkey","Europe & Central Asia",2005,67860617,4.83e+11,5.44880157,769630,27.7,7117.53033427326,2631771158310
"Turkmenistan","Europe & Central Asia",2005,4747839,8104355717,3.51024521,469930,70.1,1706.95672641806,28448275835.7354
"Turks and Caicos Islands","Latin America & Caribbean",2005,26450,NA,NA,950,NA,NA,NA
"Tuvalu","East Asia & Pacific",2005,9694,21839543.63,18.41012845,30,36.6,2252.89288528987,402068803.517679
"Uganda","Sub-Saharan Africa",2005,28042413,9013834373,9.36187998,199810,107.4,321.435761359053,84386435559.6245
"Ukraine","Europe & Central Asia",2005,47105150,86142018069,6.41043647,579380,14.5,1828.71762575854,552207934228.917
"United Arab Emirates","Middle East & North Africa",2005,4481976,1.81e+11,2.32021865,83600,9.8,40383.9734974038,419959575650
"United Kingdom","Europe & Central Asia",2005,60401206,2.42e+12,8.23536912,241930,6,40065.4251837289,19929593270400
"United States","North America",2005,295516599,1.31e+13,15.15399054,9161920,8,44329.1512027722,198517276074000
"Uruguay","Latin America & Caribbean",2005,3325608,17362857684,11.1496572,175020,14.3,5220.95739606111,193589911188.986
"Uzbekistan","Europe & Central Asia",2005,26167000,14307509839,5.11296685,425400,54.2,546.776850192991,73153823512.8558
"Vanuatu","East Asia & Pacific",2005,209375,394962552.3,3.86851559,12190,27.9,1886.38830949254,1527918791.03874
"Venezuela, RB","Latin America & Caribbean",2005,26769115,1.46e+11,4.6940286,882050,18.5,5454.04657568993,685328175600
"Vietnam","East Asia & Pacific",2005,82392100,57633255739,5.37666261,310070,28.5,699.499778971528,309874571224.449
"Virgin Islands (U.S.)","Latin America & Caribbean",2005,107863,NA,NA,350,NA,NA,NA
"West Bank and Gaza","Middle East & North Africa",2005,3320396,4831800000,NA,6020,26.3,1455.18787518115,NA
"Yemen, Rep.","Middle East & North Africa",2005,20504385,16753772448,4.5804801,527970,72.6,817.082416663558,76740321297.9923
"Zambia","Sub-Saharan Africa",2005,12043591,8331870169,7.55610861,743390,111.7,691.809458574274,62956515921.3831
"Zimbabwe","Sub-Saharan Africa",2005,12984418,5755215200,6.43560337,386850,101.9,443.240135984532,37038282336.1952
"Afghanistan","South Asia",2006,25183615,7057598407,7.43397155,652860,116.3,280.24564412218,52465985768.9633
"Albania","Europe & Central Asia",2006,2992547,8992642349,5.86129625,27400,19.5,3005.01290338965,52708540877.7849
"Algeria","Middle East & North Africa",2006,33749328,1.17e+11,3.35511843,2381740,32.1,3466.73569322625,392548856310
"American Samoa","East Asia & Pacific",2006,58648,NA,NA,200,NA,NA,NA
"Andorra","Europe & Central Asia",2006,83373,3536451646,5.31389324,470,3.7,42417.2291509242,18792326495.2663
"Angola","Sub-Saharan Africa",2006,18541467,41789478661,4.54243749,1246700,200.5,2253.83885002195,189826094557.281
"Antigua and Barbuda","Latin America & Caribbean",2006,83467,1135143593,4.34002161,440,11.8,13599.9088621851,4926547724.07304
"Argentina","Latin America & Caribbean",2006,39558750,2.63e+11,6.68187054,2736690,16.4,6648.33949505482,1757331952020
"Armenia","Europe & Central Asia",2006,3002161,6384451606,4.57775072,28470,22.2,2126.61866102451,29226427936.1717
"Aruba","Latin America & Caribbean",2006,100830,2421474860,NA,180,NA,24015.4206089458,NA
"Australia","East Asia & Pacific",2006,20697900,7.47e+11,8.49118995,7682300,5.6,36090.6178887713,6342918892650
"Austria","Europe & Central Asia",2006,8268641,3.34e+11,10.35154773,82580,4.8,40393.5785820185,3457416941820
"Azerbaijan","Europe & Central Asia",2006,8484550,20983019924,6.16806759,82637,48.6,2473.08577638178,129424685133.549
"Bahamas, The","Latin America & Caribbean",2006,335801,7965588000,6.93251788,10010,15.1,23721.1562800587,55221581234.7134
"Bahrain","Middle East & North Africa",2006,940808,18505053191,3.07675509,740,10.5,19669.3195540429,56935516596.13
"Bangladesh","South Asia",2006,144839238,71819083684,2.79623022,130170,63,495.853780202848,200822692169.91
"Barbados","Latin America & Caribbean",2006,275040,4303500000,5.27479782,430,16.2,15646.815008726,22700092418.37
"Belarus","Europe & Central Asia",2006,9604000,36961821894,6.33679804,202900,8.7,3848.5862030404,234219600532.728
"Belgium","Europe & Central Asia",2006,10547958,4.1e+11,9.17112797,30280,4.9,38870.0827212243,3760162467700
"Belize","Latin America & Caribbean",2006,290751,1217442150,4.40074319,22810,21.2,4187.23288999866,5357650250.83146
"Benin","Sub-Saharan Africa",2006,8443717,5142380779,4.75046608,112760,122.1,609.018608629351,24428705461.0835
"Bermuda","North America",2006,64523,5414299000,NA,50,NA,83912.6977976846,NA
"Bhutan","South Asia",2006,666920,897731524.9,5.26868823,38117,54.8,1346.08577475559,4729867518.94058
"Bolivia","Latin America & Caribbean",2006,9283345,11451869165,5.19483534,1083300,58.1,1233.59297376107,59490574647.3983
"Bosnia and Herzegovina","Europe & Central Asia",2006,3838504,12866524918,8.28337432,51200,8.3,3351.96339980367,106578242093.401
"Botswana","Sub-Saharan Africa",2006,1895671,10126940513,4.92953585,566730,63.4,5342.14033606042,49921116309.6509
"Brazil","Latin America & Caribbean",2006,190698241,1.11e+12,8.35570723,8358140,20.4,5820.71441340668,9274835025300
"British Virgin Islands","Latin America & Caribbean",2006,23908,NA,NA,150,NA,NA,NA
"Brunei Darussalam","East Asia & Pacific",2006,368150,11470703002,2.24345194,5270,9,31157.6884476436,25733970903.0007
"Bulgaria","Europe & Central Asia",2006,7699020,34304448150,6.6734753,108630,15,4455.69022421035,228929887409.156
"Burkina Faso","Sub-Saharan Africa",2006,13834195,5844669846,6.57889926,273600,149.4,422.479938008681,38451494124.7937
"Burundi","Sub-Saharan Africa",2006,8218070,1273180597,11.49013252,25680,120.9,154.924525709808,14629013781.4227
"Cabo Verde","Sub-Saharan Africa",2006,478265,1107891063,5.11488034,4030,27.9,2316.47948940441,5666730217.0004
"Cambodia","East Asia & Pacific",2006,13525360,7274595707,4.47935339,176520,60.4,537.84858273643,32585484941.0299
"Cameroon","Sub-Saharan Africa",2006,18597109,17953066721,4.68549975,472710,120.7,965.368688273,84119089632.9788
"Canada","North America",2006,32570505,1.32e+12,9.75077613,9093510,6,40527.4649564076,12871024491600
"Cayman Islands","Latin America & Caribbean",2006,50028,3207032513,NA,240,NA,64104.7515991045,NA
"Central African Republic","Sub-Saharan Africa",2006,4127112,1460562038,3.98872906,622980,163.9,353.89445161653,5825786244.90342
"Chad","Sub-Saharan Africa",2006,10423616,7422102520,3.32174296,1259200,174.6,712.046809859458,24654316794.2083
"Channel Islands","Europe & Central Asia",2006,155415,9676172953,NA,194,NA,62260.2255445099,NA
"Chile","Latin America & Caribbean",2006,16279728,1.55e+11,6.18107636,743532,9,9521.04359483156,958066835800
"China","East Asia & Pacific",2006,1311020000,2.73e+12,4.52241742,9388211.4,21.9,2082.34809537612,12346199556600
"Colombia","Latin America & Caribbean",2006,43835744,1.63e+11,6.1117047,1109500,20.9,3718.42667937836,996207866100
